gdot,eta_poly_T,eta_spc_T
5.06,789.1808862996928,5672.390472077012
17.0,373.4851989322452,2684.497205474045
138.19,81.7954903546769,587.9209294110308
307.04,43.99632728022574,316.2321237161362
754.02,21.748850766563532,156.32407729149006
1749.03,11.358521065958042,81.64157012662245
3469.6,6.848869229404535,49.22757410348959
