gdot,eta_poly_T,eta_spc_T
5.06,789.1808863213026,5672.390472232338
17.0,373.4851988744958,2684.49720505896
138.19,81.79549038842315,587.9209296535885
307.04,43.99632731734625,316.23212398294703
754.02,21.748850796914095,156.3240775096406
1749.03,11.35852108761676,81.64157028229869
3469.6,6.848869244820638,49.227574214295814
